organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,MOH 731 Positive Results _L&D HV02-12,MOH 731 Positive Results_ANC HV02-11,MOH 731 Positive Results_PNC<=6wks HV02-13,MOH 731 Positive_Total (Sum HV01-18 to HV01-25) HV01-26,burden_category
dNNCJcHxNSm,Mkunga Nursing Home,13094,,0.0,0.0,0.0,5.0,Low/Moderate
MpjCuw3Cic1,Mkunumbi Dispensary,11631,,0.0,1.0,0.0,2.0,Low/Moderate
ebxBpxNXZP1,Mlaleo CDF Health Centre,18210,,0.0,3.0,0.0,21.0,Severe
JLycfrnh9yB,Mlaleo Medical Clinic,11634,,0.0,1.0,0.0,2.0,Low/Moderate
TaFv14A2EPb,Mlanjo Dispensary,11635,,0.0,0.0,0.0,20.0,Severe
W4iT4HvZqo1,Mlimani Dispensary,18625,,0.0,1.0,0.0,5.0,Low/Moderate
oFxoGR6nj0P,Mlolongo Health Centre,18581,,0.0,0.0,0.0,9.0,High
B0PjUV9h6dc,Mlolongo Wellness Centre,17844,,0.0,1.0,0.0,10.0,High
bTTjOUsE7hg,Mmangani Dispensary,20036,Situated in Malimo ward,0.0,0.0,0.0,2.0,Low/Moderate
U5xbK4LZeYP,Mnara Dispensary,13817,,0.0,0.0,0.0,2.0,Low/Moderate
aYdjz9VZhBX,Mnarani Dispensary,11636,,0.0,2.0,0.0,2.0,Low/Moderate
bplF50Sazvt,Mnyenzeni Health Centre,11638,"Just one kilometre away, west of the Kinango -Mazeras high way",0.0,0.0,0.0,3.0,Low/Moderate
DQ9uKSobLf0,Mochenwa Health Centre,13818,,0.0,0.0,0.0,4.0,Low/Moderate
oXSYWYUv3SN,Modambogho Dispensary,17126,,0.0,1.0,1.0,4.0,Low/Moderate
LH6lsUoL8YL,Moding Health Centre,16021,,0.0,1.0,1.0,7.0,High
O2EIvcf2efM,Mogogosiek Health Centre,15195,Health Centre,0.0,0.0,0.0,9.0,High
sDgMJ46sG5P,Mogori-Komasimo Health Centre,16721,,0.0,1.0,0.0,8.0,High
guF7zg2Bdcy,Moi County Referral Hospital (Voi),11641,,0.0,3.0,0.0,15.0,Very High
I3B5p98nl4j,Moi Ndabi Dispensary,15203,,0.0,0.0,0.0,1.0,Low/Moderate
AVddH16Mk6o,Mokason Clinic,13819,,0.0,0.0,0.0,2.0,Low/Moderate
IbIpYe5FyiE,Mokomoni Health Centre,13820,,0.0,0.0,0.0,3.0,Low/Moderate
iOrFEBbdgPP,Mokowe Health Centre,11642,Located within Mokowe town neibouring Mokowe secondaryschool,0.0,0.0,0.0,1.0,Low/Moderate
cSzox9dcQlU,Molo Sub County Hospital,15212,,1.0,0.0,0.0,16.0,Very High
FePNyVVo8uo,Mombasa Breeze Hospital,28968,,0.0,0.0,0.0,2.0,Low/Moderate
jTY37uG4jRF,Mombasa Hospital,11643,,0.0,0.0,0.0,5.0,Low/Moderate
EiKAzXjoAYF,Mombasa Roadside Wellness Centre,18121,,0.0,0.0,0.0,2.0,Low/Moderate
qXXmA7kcfgg,Momoniat Health Centre,15219,,0.0,2.0,0.0,5.0,Low/Moderate
FNIEbT5nfml,Mongorisi Health Centre,16982,,0.0,1.0,0.0,2.0,Low/Moderate
Q4B9NLzJ8LL,Moogi Dispensary,18447,,0.0,0.0,0.0,1.0,Low/Moderate
NG0RbMYKfZ8,Morijo Loita Health Centre,15222,,0.0,0.0,0.0,2.0,Low/Moderate
vbjwkfp78w9,Morning Star Ventures Limited-Medical Centre Katani,28767,,0.0,0.0,0.0,1.0,Low/Moderate
rhWl2533WEE,Mosiro Dispensary,15227,,0.0,0.0,0.0,1.0,Low/Moderate
vi6T7toguA4,Mosiro Health Centre (Kajiado West),15226,,0.0,1.0,0.0,3.0,Low/Moderate
VBjJasa8Ln3,Mosocho Market Dispensary,20114,,0.0,2.0,0.0,6.0,High
uBH5mlmn9vz,Mosoriot Sub County Hospital,15229,,0.0,0.0,0.0,7.0,High
sWOamoFT3Gc,Motagara Health Centre,20750,,0.0,0.0,0.0,1.0,Low/Moderate
IH4gWpzva9S,Motemorabu Dispensary,13824,,0.0,0.0,0.0,2.0,Low/Moderate
V8D1wDlLKTR,Mother Amadea Health Centre,11645,,0.0,0.0,0.0,2.0,Low/Moderate
EDaq176ZPhK,Mother and Child Hospital Ltd,13096,,1.0,0.0,0.0,0.0,Low/Moderate
mz4h1YkqvAc,Mother Franciscan Mission Health Centre,15231,,0.0,0.0,0.0,2.0,Low/Moderate
V5geBYzVbgD,Mother Kevin Hospital (Catholic),15232,,0.0,1.0,1.0,4.0,Low/Moderate
nwObgxUyAay,Motonto Health Centre,16984,,0.0,1.0,0.0,1.0,Low/Moderate
vms7BpmHunU,Motosiet Health Centre,15234,,0.0,1.0,0.0,4.0,Low/Moderate
JycsLDC3dWx,Movement Of Men Against AIDS Of Kenya,18167,,0.0,0.0,0.0,3.0,Low/Moderate
xWXdDXkBeiy,Mowlem Health Centre,24272,,0.0,0.0,0.0,1.0,Low/Moderate
sVeeQKc0D7o,MPEG,22742,,0.0,0.0,0.0,1.0,Low/Moderate
fjbix53Ealz,Mpeketoni Sub-County Hospital,11649,,0.0,2.0,0.0,6.0,High
Wftkk5ibasq,Mpinzinyi Health Centre,11650,,0.0,0.0,0.0,2.0,Low/Moderate
LMrrCJ5eIO3,Mpukoni Health Centre,12546,,0.0,0.0,0.0,1.0,Low/Moderate
xmDX1o9oBG3,Mrima (Catholic) Dispensary,11651,,0.0,1.0,0.0,2.0,Low/Moderate
musLWYtdRpQ,Mrima Maternity Hospital,19606,,0.0,8.0,0.0,18.0,Very High
nUFNIok7EwF,Msambweni County Referral Hospital,11655,,0.0,2.0,0.0,30.0,Severe
N78kaR0mVP7,Msare Health Centre,13828,,0.0,0.0,0.0,5.0,Low/Moderate
aKnUUzDCdDN,Msekekwa Health Centre,15238,,0.0,2.0,0.0,3.0,Low/Moderate
HtS3GZP17SB,MSF Lavender House Clinic,20050,,0.0,0.0,0.0,4.0,Low/Moderate
VxqDZoryqi4,Mshongoleni Community Dispensary,20300,,0.0,0.0,0.0,1.0,Low/Moderate
Y7tjIU4DR2a,Msikiti Noor Medical Clinic,11657,,0.0,0.0,0.0,1.0,Low/Moderate
NTzu6NwxPed,Msumarini Dispensary,11659,,0.0,1.0,0.0,3.0,Low/Moderate
US2758TQo9n,Mt Elgon National Park Dispensary,15240,,0.0,0.0,0.0,3.0,Low/Moderate
x0iSqHsozPd,Mt Elgon Sub County Hospital,16025,,0.0,2.0,0.0,12.0,Very High
EjGDFOdiRTy,Mt Kenya (ACK) Hospital,10738,,0.0,0.0,0.0,2.0,Low/Moderate
y5vKzde9nvA,Mt Kenya Narumoru Medical Clinic,10741,,0.0,0.0,0.0,3.0,Low/Moderate
mdMk0zMyY5Y,Mt Kenya Sub County Hospital,10739,District Hospital,0.0,0.0,0.0,8.0,High
pzJpvzpdQbr,Mt Longonot Hospital,15241,,0.0,0.0,0.0,1.0,Low/Moderate
GVBry773N6m,Mt Sinai Nursing Home,10740,,0.0,0.0,0.0,1.0,Low/Moderate
YPtA3hSg5pg,Mt Zion Community Health Clinic,17269,,0.0,0.0,0.0,1.0,Low/Moderate
Mi57MBhhiet,Mtaa Dispensary,11662,,0.0,1.0,0.0,1.0,Low/Moderate
UuRk6DvdifM,Mtito Andei Sub County Hospital,12547,,0.0,0.0,0.0,6.0,High
IBlqC33L7rn,Mtondia Dispensary,11667,,0.0,1.0,0.0,6.0,High
Um0p6ZhwWFP,Mtondia Medical Clinic,11668,,0.0,0.0,0.0,3.0,Low/Moderate
jCgLoLmPlKC,Mtongwe Dispensary,11669,,0.0,1.0,0.0,9.0,High
K5j2UgJMhNI,Mtoroni Dispensary,18309,,0.0,0.0,0.0,1.0,Low/Moderate
XuM0h7o9wot,Mtumwa Dispensary,23134,,0.0,0.0,0.0,3.0,Low/Moderate
ng3BeGLyq7p,Mtwapa dispensary (Shimo la Tewa),24137,,0.0,0.0,0.0,6.0,High
VrQHTaPqMWP,Mtwapa Drop in and resource centre,22679,Near Tudor Health Care,0.0,0.0,0.0,4.0,Low/Moderate
xO3P9qyihvm,Mtwapa Nursing Home,11673,,0.0,0.0,0.0,1.0,Low/Moderate
g93vSYftyjR,Mtwapa Sub County Hospital,11672,,0.0,3.0,0.0,27.0,Severe
anSW8LW7P5T,Mua Hills Dispensary,12548,,0.0,0.0,0.0,2.0,Low/Moderate
BvVwFPBn206,Muanda  Health Centre,21481,,0.0,1.0,0.0,3.0,Low/Moderate
Nq0snQF2D1Y,Muchagori Dispensary,12549,,0.0,0.0,0.0,1.0,Low/Moderate
DzDh9uucRTf,Muchatha Dispensary,17333,,0.0,1.0,0.0,0.0,Low/Moderate
TzHwSMZNntq,Muchebe Dispensary,13830,,0.0,2.0,0.0,3.0,Low/Moderate
mUTjOetE3rb,Mufu Dispensary,12550,,0.0,0.0,0.0,1.0,Low/Moderate
SL8fi4azWSe,Mugai Dispensary,18779,,0.0,0.0,0.0,5.0,Low/Moderate
Nwp0RFpTGI0,Mugoiri Dispensary,10745,,0.0,0.0,0.0,1.0,Low/Moderate
UptqVvZaPxr,Mugomari Dispensary,17597,,0.0,0.0,0.0,1.0,Low/Moderate
uVkpwfHxsyc,Mugutha Dispensary,18391,,0.0,0.0,0.0,2.0,Low/Moderate
Rqy8p7UOvvx,Muhaka Dispensary,11676,,0.0,1.0,0.0,0.0,Low/Moderate
Qvul0TKYFSw,Muhaka Health Centre,16027,,0.0,0.0,0.0,8.0,High
hsf8JIi1GSI,Muhamarani Dispensary,18788,Mpeketoni-majembeni,0.0,0.0,0.0,2.0,Low/Moderate
p1xtagfLUyQ,Muhoroni County Hospital,13831,,0.0,1.0,0.0,9.0,High
VAElHey4wcD,Muhoroni Sugar Company (MUSCO) Dispensary,13832,,0.0,0.0,0.0,4.0,Low/Moderate
cLo2mMOlSkq,Muhuru Sub-County Hospital,13833,,0.0,3.0,0.0,9.0,High
nWRhCSwG9K3,Mujwa Dispensary,12557,,0.0,1.0,0.0,3.0,Low/Moderate
TXhsFr3T2FR,Mukhe Dispensary,16028,,0.0,1.0,0.0,2.0,Low/Moderate
G4fYKBYErXO,Mukhobola Health Centre,16029,,0.0,0.0,0.0,6.0,High
vyBX6wjZxAa,Mukima Dispensary,23969,,0.0,0.0,0.0,1.0,Low/Moderate
ERLaWmnoopA,Mukorombosi Health Centre,16399,,0.0,0.0,0.0,1.0,Low/Moderate
y7oiHjCpFVc,Mukothima (CCM) Health Centre,12560,,0.0,0.0,0.0,3.0,Low/Moderate
cV6VsQJFA5A,Mukui Health Centre,12561,,0.0,0.0,0.0,1.0,Low/Moderate
tENZF6BO4Q7,Mukumu Hospital,16030,,0.0,2.0,0.0,30.0,Severe
a7wnPPpUHuA,Mukunike Health Centre,16435,,0.0,1.0,0.0,1.0,Low/Moderate
DkIq5AxUNCh,Mukuria Dispensary,10759,,0.0,0.0,0.0,1.0,Low/Moderate
Fc0JkHQA1og,Mukuru Health Centre,18463,,0.0,13.0,0.0,31.0,Severe
l2TrhYBtbC8,Mukuru Mmm Clinic,13101,,0.0,4.0,0.0,14.0,Very High
hBqir19pkDS,Mukurweini Sub-county Hospital,10763,,0.0,1.0,0.0,7.0,High
BnKE3TF4LF7,Mukusu Dispensary,12562,,0.0,1.0,0.0,3.0,Low/Moderate
KWVhJI8gzBr,Mukuuri Dispensary,12564,,0.0,0.0,1.0,2.0,Low/Moderate
z9FKHisHLl1,Mukuyu Dispensary,16031,,0.0,0.0,0.0,5.0,Low/Moderate
UpaNvtGWEZi,Mukuyuni Health Centre,28609,,0.0,0.0,0.0,4.0,Low/Moderate
ZMBAIXYo4VE,Mukuyuni Sub County Hospital,12565,,0.0,1.0,0.0,4.0,Low/Moderate
peV80ofJAWq,Mulachi Dispensary,21773,,0.0,0.0,0.0,1.0,Low/Moderate
swdibQaVyEC,Mulaha Dispensary,13834,,0.0,0.0,0.0,7.0,High
dLQjsqOgttT,Mulango (AIC) Health Centre,12566,,0.0,1.0,0.0,4.0,Low/Moderate
xdpcaXTTPkM,Mulatya Memorial Hospital (Mkd),19320,,0.0,0.0,0.0,2.0,Low/Moderate
Fjb8CId2BV7,Mulele Dispensary,16032,ON BUKUGA- MAGADA ROAD,0.0,0.0,0.0,2.0,Low/Moderate
FSTPtSgOYPN,Mulemi Hospital.,15250,,0.0,1.0,0.0,3.0,Low/Moderate
pvQgU6GCeeM,Mulot Catholic Dispensary,15251,,0.0,1.0,0.0,2.0,Low/Moderate
eqFz38zb73f,Mulot Health Centre,17740,,0.0,0.0,0.0,11.0,High
zAwIaYwS2Zk,Mulot Health Centre (Bomet),18519,,0.0,2.0,0.0,9.0,High
hFFl8gIEROR,Multi Media University Dispensary,13018,,0.0,0.0,0.0,1.0,Low/Moderate
xWpiITvlGmC,Mulutu Mission Dispensary,12569,,0.0,1.0,0.0,3.0,Low/Moderate
KWE4k0FdpyQ,Mulwanda Health Centre,16033,,0.0,1.0,0.0,4.0,Low/Moderate
gZJrIrVhQiq,Mumbuini Dispensary,10766,"off Embu/Nairobi road, past Murinduko health centre",0.0,0.0,0.0,1.0,Low/Moderate
OPzOQszRnJx,Mumbule Dispensary,16034,,0.0,1.0,0.0,3.0,Low/Moderate
cTrG5XdrvPx,Mumbuni Dispensary (Maara),12570,,0.0,0.0,0.0,1.0,Low/Moderate
SLTa8EsuOkb,Mumbuni Health Centre (Makueni),12571,,0.0,0.0,0.0,1.0,Low/Moderate
FUmxPkE1UYR,Mumias Level IV Hospital,25166,,0.0,1.0,0.0,4.0,Low/Moderate
pyNcZj1SiiO,Mumias Model Health Centre,16035,,0.0,1.0,0.0,5.0,Low/Moderate
uBuA0tgQVms,Mumias Sugar Clinic,16038,,0.0,0.0,0.0,1.0,Low/Moderate
k2WPRyAHIXH,Mummy's Medical Clinic,16039,,0.0,0.0,0.0,1.0,Low/Moderate
OfalmVN3EyS,Munasio Dispensary,25692,,0.0,0.0,0.0,1.0,Low/Moderate
cwbUa0zHPEN,Mundembu Dispensary,21044,,0.0,1.0,0.0,3.0,Low/Moderate
O5OayPfeVWC,Mundika Nursing Home,20062,,0.0,0.0,0.0,1.0,Low/Moderate
Xcn5Q2e73rw,Mundobelwa Health Centre,20516,,0.0,1.0,0.0,1.0,Low/Moderate
Sl09BVeTcZl,Mundoli Health Centre,16040,,0.0,0.0,1.0,2.0,Low/Moderate
e1KOPVoDIdM,Mundoro Community Dispensary,18658,,0.0,0.0,0.0,1.0,Low/Moderate
eFmuvjEF89U,Mung'ang'a Health centre,16041,,0.0,0.0,1.0,2.0,Low/Moderate
PGDY0C6z8Qg,Mungore dispensary,25985,,0.0,0.0,0.0,9.0,High
Tvh3WinWPEb,Mungungune Dispensary,20672,,0.0,1.0,0.0,2.0,Low/Moderate
n8bwEHCpSB7,Munongo Dispensary,16043,,0.0,2.0,0.0,4.0,Low/Moderate
z9yLNTDPHpU,Munoywa Dispensary,16044,,0.0,2.0,0.0,5.0,Low/Moderate
fWMWpTspC8B,Munyange Gikoe Dispensary,17883,,0.0,0.0,0.0,1.0,Low/Moderate
PYnUaCgd1HH,Munyeshi Dispensary,25216,Dispensary,0.0,0.0,0.0,1.0,Low/Moderate
QwqmynrcOV7,Munyu Health Centre,10774,,0.0,1.0,0.0,4.0,Low/Moderate
lUeBChLhZoD,Munyuki Dispensary,16046,,0.0,1.0,0.0,2.0,Low/Moderate
Tf9HS4ZXH3Z,Mur Malanga Dispensary,17523,,0.0,1.0,0.0,1.0,Low/Moderate
A19e0CHhTj3,Murang'a County Refferal Hospital,10777,,1.0,2.0,0.0,14.0,Very High
Ei920PwAH1b,Murang'a Health Care Services Limited,22282,,0.0,0.0,0.0,1.0,Low/Moderate
Gl7SdQYuaiN,Murarandia Dispensary,10778,,0.0,0.0,0.0,2.0,Low/Moderate
gFBAFcueFtr,Murindoku Dispensary,17191,,0.0,0.0,0.0,1.0,Low/Moderate
cYsHeMRPZ1M,Muriranjas Sub-District Hospital,10782,,0.0,1.0,0.0,9.0,High
Ry9UfrYPWBC,Muruka Dispensary,10785,,0.0,1.0,0.0,0.0,Low/Moderate
JPl6BiRGUjp,Murungaru Health Centre,10786,,0.0,1.0,0.0,5.0,Low/Moderate
dP6vWptiu3u,Musanda Dispensary,25507,,0.0,0.0,0.0,3.0,Low/Moderate
HLBR8Fm8NHq,Musembe Dispensary,16865,,0.0,0.0,0.0,1.0,Low/Moderate
cFRuOTWF3ur,Musembe Dispensary (Lugari),16051,,0.0,1.0,0.0,1.0,Low/Moderate
dzPpGUxkGxT,Museve Dispensary,12583,,0.0,0.0,0.0,2.0,Low/Moderate
EjykHy5VeYP,Musibiriri Dispensary,16486,,0.0,2.0,0.0,11.0,High
vIT1OaqIuYs,Musikoma Dispensary,21701,,0.0,0.0,0.0,2.0,Low/Moderate
nqsAVVgqaal,Musoa SDA Dispensary,18660,,0.0,0.0,0.0,1.0,Low/Moderate
bOpUblCGi0v,Mutaho Dispensary,30680,,0.0,0.0,0.0,2.0,Low/Moderate
YRMeKjNXBab,Mutara Dispensary,15261,,0.0,0.0,0.0,1.0,Low/Moderate
BeJEeWMM0eF,Mutati Dispensary,20401,Dispensary,0.0,0.0,0.0,2.0,Low/Moderate
kZ7PEMQN0Fq,Mutea Dispensary,29392,,0.0,0.0,0.0,1.0,Low/Moderate
Doa0QbBIiO4,Muteithania Medical Clinic,13103,,0.0,2.0,0.0,7.0,High
SuUvBXuwKzr,Mutha Health Centre,12586,,0.0,0.0,0.0,4.0,Low/Moderate
Ve2zZoZ9dvj,Muthale Mission Hospital,12587,off Kitui-Kabati-Mwingi road North East of Tulia town,0.0,0.0,0.0,4.0,Low/Moderate
iLfGXM4vg6l,Muthambi Health Centre,12589,,0.0,2.0,0.0,12.0,Very High
ELHafKamFIR,Muthara Sub-District Hospital,12591,,0.0,0.0,0.0,10.0,High
YlrkWxNm7bS,Muthesya Dispensary,12592,,0.0,0.0,0.0,1.0,Low/Moderate
ySJxoRMN3tm,Muthetheni Health Centre,12593,,0.0,0.0,0.0,5.0,Low/Moderate
NhQSD4YkDy3,Mutiokiama Health Centre,17379,,0.0,0.0,0.0,1.0,Low/Moderate
s98B425AYdV,Mutithi Dispensary,18349,Dispensary,0.0,0.0,0.0,1.0,Low/Moderate
kv6VZcAEqRF,Mutithi Health Centre,10798,,0.0,1.0,0.0,6.0,High
VoW67kdzIju,Mutito Catholic Health Centre,12599,,0.0,0.0,0.0,2.0,Low/Moderate
jVd26CJm75Y,Mutitu Dispensary,12600,,0.0,0.0,0.0,15.0,Very High
DwPhw6gtPgG,Mutitu Sub County Hospital,12601,,0.0,2.0,0.0,5.0,Low/Moderate
gKXNQonSJV4,Mutituni  Level 4 Hospital,12602,,0.0,0.0,0.0,8.0,High
exexghdqEkv,Mutomo Sub county Hospital,12603,,0.0,1.0,0.0,8.0,High
LVQUXW5Lilv,Mutuati Catholic Mission Hospital,19237,FAITH BASED,0.0,0.0,0.0,3.0,Low/Moderate
qEsCuWc2eMM,Mutuati Sub Couty Hospital,12605,,0.0,0.0,0.0,8.0,High
faEkuP9l1mp,Mutyambua Sub County Hospital,12610,,0.0,1.0,0.0,5.0,Low/Moderate
TyMaFetti3F,Muua Dispensary,19903,,0.0,0.0,0.0,2.0,Low/Moderate
OjbVkzap0Nz,Muumandu Health Center,12612,,0.0,1.0,0.0,3.0,Low/Moderate
rYHjpU3I3Rv,Muuru Dispensary,24061,,0.0,1.0,0.0,1.0,Low/Moderate
My4flRYYiSf,Muusini Dispensary,12613,,0.0,0.0,0.0,2.0,Low/Moderate
CfdoxJFZhw9,Muutine Med Clinic,12614,,0.0,0.0,0.0,1.0,Low/Moderate
i091Ei10XBM,Muyeye Health Centre (Municipal),11677,Old Municipal Clinic,0.0,8.0,4.0,17.0,Very High
HhrPyREkyqN,Mvindeni Dispensary,23323,Along Ukunda Lungalunga RD,0.0,5.0,0.0,9.0,High
SkwAFqB5xbI,Mvita Health Centre,11679,,0.0,0.0,0.0,6.0,High
fyNRr2KgaYI,Mvoi Medical Clinic,24031,Located In the Town Centre,0.0,0.0,0.0,42.0,Critical
R2xNnNvQ7vT,Mwaani Dispensary,16956,,0.0,0.0,0.0,1.0,Low/Moderate
LunYFWqFNiA,Mwabila Dispensary,11681,,0.0,0.0,0.0,1.0,Low/Moderate
I7EGx6i3sON,Mwala Dispensary,22958,,0.0,0.0,0.0,1.0,Low/Moderate
Ukppsz4Mj3M,Mwala Subcounty Hospital,12618,,1.0,1.0,0.0,17.0,Very High
RhP9ywU9c7a,Mwaluphamba Dispensary,11684,,0.0,0.0,0.0,4.0,Low/Moderate
KXURQsGIMig,Mwamogesa Dispensary,26775,,0.0,0.0,0.0,2.0,Low/Moderate
cOgv5EHeFRj,Mwananyamala CDF Dispensary,16549,,0.0,1.0,0.0,1.0,Low/Moderate
QKJ6fVUHJhT,Mwanda Dispensary,11687,,0.0,1.0,0.0,3.0,Low/Moderate
fMaHgOPyJr9,Mwangatini Dispensary,11689,,0.0,1.0,0.0,2.0,Low/Moderate
TblKjH1ctLD,Mwangaza ulio Na Tumaini clinic,20091,,0.0,1.0,0.0,6.0,High
AR8hK8NvYFa,Mwanguda Dispensary,20335,,0.0,0.0,0.0,1.0,Low/Moderate
VVcbqmCinwl,Mwangulu Dispensary,11691,,0.0,3.0,0.0,4.0,Low/Moderate
BeVClnWzOLi,Mwatate Afya Centre Clinic,11441,,0.0,0.0,0.0,2.0,Low/Moderate
fcY1fkS6bL1,Mwatate Sub-District Hospital,11695,,0.0,0.0,0.0,5.0,Low/Moderate
HpNKXuX3c1n,Mwawesa Medical Clinic,11696,,0.0,0.0,0.0,2.0,Low/Moderate
AUcB2mEIdjG,Mwea Drop In Centre,18833,dealing with Key populations,0.0,0.0,0.0,3.0,Low/Moderate
hoUsg5M9yQ3,Mwea Medical Centre,10806,,0.0,0.0,0.0,6.0,High
cfROZdjYJFC,Mweiga Health Centre,10809,,0.0,0.0,0.0,2.0,Low/Moderate
lzOUpzvVUbj,Mwembe Tayari Dispensary,11697,Closed not reporting,0.0,0.0,0.0,4.0,Low/Moderate
R9fTJQSUjAc,Mwer Dispensary,16788,,0.0,0.0,0.0,2.0,Low/Moderate
UItLmkkqt09,Mweronkaga Health Centre,12625,,0.0,0.0,0.0,1.0,Low/Moderate
eGun696Qg8O,Mweru Dispensary (Nyeri South),10814,,0.0,0.0,0.0,1.0,Low/Moderate
w5kcCzrN24S,Mwichio Amua Medical Clinic,16057,,0.0,0.0,0.0,1.0,Low/Moderate
cSJA4hwmlLm,Mwihila Mission Hospital,16058,,0.0,0.0,0.0,4.0,Low/Moderate
X3SS0j72cX1,Mwiki Health Centre,29101,,0.0,1.0,0.0,6.0,High
ClVMQmETF4u,Mwingi Level IV Hospital,12626,,1.0,4.0,1.0,26.0,Severe
P8a0Hl51hhe,Mwisho wa Lami Dispensary,23253,,0.0,1.0,0.0,1.0,Low/Moderate
ZewCoggKllt,Mwitika Health centre,12628,,0.0,0.0,0.0,1.0,Low/Moderate
uKUZ9F5SRhm,Mwituria Dispensary,15267,,0.0,0.0,0.0,1.0,Low/Moderate
WdPW5EhMgoT,Mwonge Dispensary,12630,,0.0,0.0,0.0,2.0,Low/Moderate
eEVi7Ji3nke,Mwongori Dispensary,13836,,0.0,0.0,0.0,1.0,Low/Moderate
FMpAsudZLs4,Myanga Health Centre,28817,,0.0,0.0,0.0,2.0,Low/Moderate
aZcZ3CdOcM0,Mzizima (CDF) Dispensary,17893,,0.0,0.0,0.0,1.0,Low/Moderate
z4uftlBupO5,Naaro Dispensary,10817,,0.0,0.0,0.0,3.0,Low/Moderate
q6legvj2RmV,Nabiswa Dispensary,24249,,0.0,0.0,0.0,1.0,Low/Moderate
uj2UMJenimd,Nabongo Dispensary,16059,,0.0,0.0,0.0,6.0,High
O50RyikskAT,Nabulon Dispensary,23530,,0.0,1.0,0.0,5.0,Low/Moderate
gkuMI9M275m,Nadanya Dispensary,16060,,0.0,0.0,0.0,1.0,Low/Moderate
BRUzjqmNf3g,Nadapal Dispensary,15273,,0.0,1.0,0.0,2.0,Low/Moderate
c9pQgjJ0sqy,Naibor Dispensary,21248,,0.0,0.0,0.0,1.0,Low/Moderate
DfoyCNu7TiG,Naikara Health Centre,15276,,0.0,0.0,0.0,1.0,Low/Moderate
QY0YH92HfWO,Nairagie Enkare Sub-County Hospital,15277,,0.0,0.0,0.0,15.0,Very High
Mh5GJbVMXaB,Nairobi Adventist Hospital Limited,24563,Located in Gachie-Level 4,0.0,0.0,0.0,11.0,High
vA54UoSW4FT,Nairobi Deaf (Liverpool),13108,Dispensary,0.0,0.0,0.0,12.0,Very High
LBbTcWJ7zjt,Nairobi Homes Medical Clinic,17619,,0.0,0.0,0.0,2.0,Low/Moderate
T9paXmc3Tft,Nairobi Hospital,13110,,0.0,0.0,0.0,4.0,Low/Moderate
BtD2riFtR1r,Nairobi Remand Prison Health Centre,13161,Dispensary,0.0,1.0,0.0,17.0,Very High
A7oMr08DhJB,Nairobi South Clinic,13113,,0.0,2.0,0.0,4.0,Low/Moderate
W4STuKjad8R,Nairobi West Hospital,13115,,0.0,0.0,0.0,6.0,High
YOxi7QJdHB6,Nairobi Women hospital - Nakuru CBD,24173,,0.0,0.0,0.0,1.0,Low/Moderate
xxTgb27c53F,Nairobi Women Hospital Ongata Rongai,18195,,0.0,0.0,0.0,4.0,Low/Moderate
YUW5s1vzY9q,Nairobi Women's Hospital (Kitengela),21283,,0.0,1.0,0.0,7.0,High
yLSkwRzQ5lm,Nairobi Women's Hospital (Mvita),24762,,0.0,0.0,0.0,1.0,Low/Moderate
KcJIaC2H95Q,Nairobi Women's Hospital - Nakuru (Hyrax),20061,,0.0,0.0,0.0,1.0,Low/Moderate
J4ynMeGmEaL,Nairobi Womens Hospital (Hurlingham),13117,,0.0,0.0,0.0,3.0,Low/Moderate
At4nBTRsagY,Nairobi Womens Hospital Adams,16795,,0.0,0.0,0.0,4.0,Low/Moderate
fuHWUdVeIZl,Naisoya Dispensary,15279,,0.0,1.0,0.0,2.0,Low/Moderate
FhqUs6aRJoX,Naitiri Sub-County Hospital,16061,,0.0,4.0,0.0,12.0,Very High
m6ITwjXu5J5,Naivasha (AIC) Medical Centre,15282,,0.0,3.0,0.0,16.0,Very High
RU2jRqYCp2E,Naivasha District Hospital,15280,,2.0,7.0,0.0,46.0,Critical
rwmAZ2gLzS7,Naivasha GK Prison Annex Dispensary,14516,,0.0,0.0,0.0,4.0,Low/Moderate
ZntEnml7E8B,Naivasha Maximum Prison Health Centre,15281,,0.0,0.0,0.0,2.0,Low/Moderate
xi1IznQPRzy,Nakiria Dispensary,21366,,0.0,0.0,0.0,1.0,Low/Moderate
zx85ND4cIk7,Nakukulas Dispensary,16700,,0.0,1.0,0.0,1.0,Low/Moderate
ub9jwFyeg2J,Nakumed Diagnostic And Health Centre,31260,,0.0,0.0,0.0,1.0,Low/Moderate
JXpVEligTbk,Nakuru Heart Centre,20343,Near Waterbuck,0.0,0.0,0.0,16.0,Very High
OCkGCPhF8Gs,Nakuru Provincial General Hospital,15288,At Hospital road,2.0,6.0,1.0,88.0,Critical
DIvySewPpEf,Nakuru West Health Centre,15365,,0.0,1.0,0.0,7.0,High
gvplllzYFPk,Nakwamoru Health Centre,15292,,0.0,0.0,0.0,1.0,Low/Moderate
DIonv0JYDFH,Nala Maternity and Nursing Home,16062,,0.0,0.0,0.0,1.0,Low/Moderate
L7sSNQASLrY,Nalemsekon Dispensary,25411,,0.0,0.0,0.0,3.0,Low/Moderate
fw5b51GE1W4,Nalondo Dispensary,23980,Community Dispensary along chepkube road,0.0,2.0,0.0,4.0,Low/Moderate
bm0xjIsElOx,Namagara Dispensary,16064,,0.0,3.0,0.0,6.0,High
